model,domain,src1,src2,cosine
vit,forensynths_test,gaugan,deepfake,0.06869276612997055
vit,forensynths_test,gaugan,gaugan,1.0
vit,forensynths_test,gaugan,progan,0.47068551182746887
vit,forensynths_test,gaugan,stargan,0.16775943338871002
vit,forensynths_test,gaugan,stylegan,-0.02299942634999752
vit,forensynths_test,gaugan,stylegan2,0.050123050808906555
vit,forensynths_test,progan,biggan,0.2284691035747528
vit,forensynths_test,progan,cyclegan,0.441529780626297
vit,forensynths_test,progan,deepfake,0.13726328313350677
vit,forensynths_test,progan,gaugan,0.47068551182746887
vit,forensynths_test,progan,progan,1.0
vit,forensynths_test,progan,stargan,0.29684656858444214
vit,forensynths_test,progan,stylegan,-0.04103650152683258
vit,forensynths_test,progan,stylegan2,-0.0703638568520546
vit,forensynths_test,stargan,biggan,0.1308448761701584
vit,forensynths_test,stargan,cyclegan,0.2458866387605667
vit,forensynths_test,stargan,deepfake,0.09350650012493134
vit,forensynths_test,stargan,gaugan,0.16775943338871002
vit,forensynths_test,stargan,progan,0.29684656858444214
vit,forensynths_test,stargan,stargan,1.0
vit,forensynths_test,stargan,stylegan,0.005917325150221586
vit,forensynths_test,stargan,stylegan2,-0.02488897182047367
vit,forensynths_test,stylegan,biggan,0.08779105544090271
vit,forensynths_test,stylegan,cyclegan,-0.028531519696116447
vit,forensynths_test,stylegan,deepfake,0.009290755726397038
vit,forensynths_test,stylegan,gaugan,-0.02299942634999752
vit,forensynths_test,stylegan,progan,-0.04103650152683258
vit,forensynths_test,stylegan,stargan,0.005917325150221586
vit,forensynths_test,stylegan,stylegan,1.0
vit,forensynths_test,stylegan,stylegan2,0.6253567934036255
vit,forensynths_test,stylegan2,biggan,0.1612478792667389
vit,forensynths_test,stylegan2,cyclegan,-0.07431507855653763
vit,forensynths_test,stylegan2,deepfake,0.0034008475486189127
vit,forensynths_test,stylegan2,gaugan,0.050123050808906555
vit,forensynths_test,stylegan2,progan,-0.0703638568520546
vit,forensynths_test,stylegan2,stargan,-0.02488897182047367
vit,forensynths_test,stylegan2,stylegan,0.6253567934036255
vit,forensynths_test,stylegan2,stylegan2,1.0
vit,9gan,attgan,attgan,1.0
vit,9gan,attgan,began,-0.016265731304883957
vit,9gan,attgan,cramergan,0.2890530526638031
vit,9gan,attgan,infomaxgan,0.37844592332839966
vit,9gan,attgan,mmdgan,0.45250076055526733
vit,9gan,attgan,relgan,0.5969496965408325
vit,9gan,attgan,s3gan,-0.004144980572164059
vit,9gan,attgan,sngan,0.265491783618927
vit,9gan,attgan,stgan,0.11203579604625702
vit,9gan,began,attgan,-0.016265731304883957
vit,9gan,began,began,1.0000001192092896
vit,9gan,began,cramergan,0.29766443371772766
vit,9gan,began,infomaxgan,0.23623238503932953
vit,9gan,began,mmdgan,0.2145327925682068
vit,9gan,began,relgan,-0.16135171055793762
vit,9gan,began,s3gan,0.03639737144112587
vit,9gan,began,sngan,0.18356943130493164
vit,9gan,began,stgan,-0.05069237947463989
vit,9gan,cramergan,attgan,0.2890530526638031
vit,9gan,cramergan,began,0.29766443371772766
vit,9gan,cramergan,cramergan,1.0
vit,9gan,cramergan,infomaxgan,0.33684611320495605
vit,9gan,cramergan,mmdgan,0.8593143820762634
vit,9gan,cramergan,relgan,0.37990602850914
vit,9gan,cramergan,s3gan,0.14951108396053314
vit,9gan,cramergan,sngan,0.7108304500579834
vit,9gan,cramergan,stgan,0.35999032855033875
vit,9gan,infomaxgan,attgan,0.37844592332839966
vit,9gan,infomaxgan,began,0.23623238503932953
vit,9gan,infomaxgan,cramergan,0.33684611320495605
vit,9gan,infomaxgan,infomaxgan,1.0
vit,9gan,infomaxgan,mmdgan,0.3625546991825104
vit,9gan,infomaxgan,relgan,0.11346440762281418
vit,9gan,infomaxgan,s3gan,0.058325089514255524
vit,9gan,infomaxgan,sngan,0.2716134786605835
vit,9gan,infomaxgan,stgan,-0.1393863558769226
vit,9gan,mmdgan,attgan,0.45250076055526733
vit,9gan,mmdgan,began,0.2145327925682068
vit,9gan,mmdgan,cramergan,0.8593143820762634
vit,9gan,mmdgan,infomaxgan,0.3625546991825104
vit,9gan,mmdgan,mmdgan,1.0000001192092896
vit,9gan,mmdgan,relgan,0.4843873083591461
vit,9gan,mmdgan,s3gan,0.11514752358198166
vit,9gan,mmdgan,sngan,0.7610406279563904
vit,9gan,mmdgan,stgan,0.3753581941127777
vit,9gan,relgan,attgan,0.5969496965408325
vit,9gan,relgan,began,-0.16135171055793762
vit,9gan,relgan,cramergan,0.37990602850914
vit,9gan,relgan,infomaxgan,0.11346440762281418
vit,9gan,relgan,mmdgan,0.4843873083591461
vit,9gan,relgan,relgan,1.0000001192092896
vit,9gan,relgan,s3gan,0.05864310264587402
vit,9gan,relgan,sngan,0.4082261323928833
vit,9gan,relgan,stgan,0.39066484570503235
vit,9gan,s3gan,attgan,-0.004144980572164059
vit,9gan,s3gan,began,0.03639737144112587
vit,9gan,s3gan,cramergan,0.14951108396053314
vit,9gan,s3gan,infomaxgan,0.058325089514255524
vit,9gan,s3gan,mmdgan,0.11514752358198166
vit,9gan,s3gan,relgan,0.05864310264587402
vit,9gan,s3gan,s3gan,1.0000001192092896
vit,9gan,s3gan,sngan,0.11763229221105576
vit,9gan,s3gan,stgan,0.04029982164502144
vit,9gan,sngan,attgan,0.265491783618927
vit,9gan,sngan,began,0.18356943130493164
vit,9gan,sngan,cramergan,0.7108304500579834
vit,9gan,sngan,infomaxgan,0.2716134786605835
vit,9gan,sngan,mmdgan,0.7610406279563904
vit,9gan,sngan,relgan,0.4082261323928833
vit,9gan,sngan,s3gan,0.11763229221105576
vit,9gan,sngan,sngan,1.0000001192092896
vit,9gan,sngan,stgan,0.4298163652420044
vit,9gan,stgan,attgan,0.11203579604625702
vit,9gan,stgan,began,-0.05069237947463989
vit,9gan,stgan,cramergan,0.35999032855033875
vit,9gan,stgan,infomaxgan,-0.1393863558769226
vit,9gan,stgan,mmdgan,0.3753581941127777
vit,9gan,stgan,relgan,0.39066484570503235
vit,9gan,stgan,s3gan,0.04029982164502144
vit,9gan,stgan,sngan,0.4298163652420044
vit,9gan,stgan,stgan,1.0
vit,diffusion,dalle,dalle,1.0000001192092896
vit,diffusion,dalle,glide_100_10,0.5960793495178223
vit,diffusion,dalle,glide_100_27,0.6380760073661804
vit,diffusion,dalle,glide_50_27,0.588013768196106
vit,diffusion,dalle,guided,0.004493648651987314
vit,diffusion,dalle,ldm_100,0.613358199596405
vit,diffusion,dalle,ldm_200,0.614281952381134
vit,diffusion,dalle,ldm_200_cfg,0.6776444315910339
vit,diffusion,glide_100_10,dalle,0.5960793495178223
vit,diffusion,glide_100_10,glide_100_10,1.0000001192092896
vit,diffusion,glide_100_10,glide_100_27,0.9676604270935059
vit,diffusion,glide_100_10,glide_50_27,0.9616469740867615
vit,diffusion,glide_100_10,guided,0.2601082921028137
vit,diffusion,glide_100_10,ldm_100,0.4942643940448761
vit,diffusion,glide_100_10,ldm_200,0.4915599226951599
vit,diffusion,glide_100_10,ldm_200_cfg,0.49127301573753357
vit,diffusion,glide_100_27,dalle,0.6380760073661804
vit,diffusion,glide_100_27,glide_100_10,0.9676604270935059
vit,diffusion,glide_100_27,glide_100_27,1.0
vit,diffusion,glide_100_27,glide_50_27,0.9610434770584106
vit,diffusion,glide_100_27,guided,0.25347641110420227
vit,diffusion,glide_100_27,ldm_100,0.5478289723396301
vit,diffusion,glide_100_27,ldm_200,0.547193706035614
vit,diffusion,glide_100_27,ldm_200_cfg,0.5377157330513
vit,diffusion,glide_50_27,dalle,0.588013768196106
vit,diffusion,glide_50_27,glide_100_10,0.9616469740867615
vit,diffusion,glide_50_27,glide_100_27,0.9610434770584106
vit,diffusion,glide_50_27,glide_50_27,1.0
vit,diffusion,glide_50_27,guided,0.271406888961792
vit,diffusion,glide_50_27,ldm_100,0.47241973876953125
vit,diffusion,glide_50_27,ldm_200,0.46842196583747864
vit,diffusion,glide_50_27,ldm_200_cfg,0.4669949412345886
vit,diffusion,guided,dalle,0.004493648651987314
vit,diffusion,guided,glide_100_10,0.2601082921028137
vit,diffusion,guided,glide_100_27,0.25347641110420227
vit,diffusion,guided,glide_50_27,0.271406888961792
vit,diffusion,guided,guided,1.0
vit,diffusion,guided,ldm_100,0.21848732233047485
vit,diffusion,guided,ldm_200,0.2100079506635666
vit,diffusion,guided,ldm_200_cfg,0.05260861665010452
vit,diffusion,ldm_100,dalle,0.613358199596405
vit,diffusion,ldm_100,glide_100_10,0.4942643940448761
vit,diffusion,ldm_100,glide_100_27,0.5478289723396301
vit,diffusion,ldm_100,glide_50_27,0.47241973876953125
vit,diffusion,ldm_100,guided,0.21848732233047485
vit,diffusion,ldm_100,ldm_100,1.0000001192092896
vit,diffusion,ldm_100,ldm_200,0.9698121547698975
vit,diffusion,ldm_100,ldm_200_cfg,0.8457971811294556
vit,diffusion,ldm_200,dalle,0.614281952381134
vit,diffusion,ldm_200,glide_100_10,0.4915599226951599
vit,diffusion,ldm_200,glide_100_27,0.547193706035614
vit,diffusion,ldm_200,glide_50_27,0.46842196583747864
vit,diffusion,ldm_200,guided,0.2100079506635666
vit,diffusion,ldm_200,ldm_100,0.9698121547698975
vit,diffusion,ldm_200,ldm_200,1.0
vit,diffusion,ldm_200,ldm_200_cfg,0.8498594164848328
vit,diffusion,ldm_200_cfg,dalle,0.6776444315910339
vit,diffusion,ldm_200_cfg,glide_100_10,0.49127301573753357
vit,diffusion,ldm_200_cfg,glide_100_27,0.5377157330513
vit,diffusion,ldm_200_cfg,glide_50_27,0.4669949412345886
vit,diffusion,ldm_200_cfg,guided,0.05260861665010452
vit,diffusion,ldm_200_cfg,ldm_100,0.8457971811294556
vit,diffusion,ldm_200_cfg,ldm_200,0.8498594164848328
vit,diffusion,ldm_200_cfg,ldm_200_cfg,1.0
